,loss,accuracy,val_loss,val_accuracy
0,81.24812316894531,0.5885555744171143,31.01056671142578,0.6604999899864197
1,32.4836540222168,0.6360555291175842,16.516433715820312,0.6710000038146973
2,20.49113655090332,0.6549444198608398,8.617525100708008,0.6899999976158142
3,11.295799255371094,0.6729444265365601,6.3359694480896,0.7135000228881836
4,6.174487113952637,0.6991666555404663,3.099895477294922,0.7210000157356262
5,1.7293574810028076,0.5741111040115356,0.6798712611198425,0.578000009059906
6,0.6747809648513794,0.5613333582878113,0.6954517960548401,0.5005000233650208
7,0.6939013004302979,0.5007222294807434,0.6947814226150513,0.5
8,0.693196177482605,0.5,0.6947137713432312,0.5
9,0.6931812167167664,0.4978888928890228,0.6947075724601746,0.49950000643730164
