,loss,accuracy,val_loss,val_accuracy
0,8.375614166259766,0.5839444398880005,3.2147560119628906,0.6345000267028809
1,3.4122841358184814,0.6268333196640015,5.598679542541504,0.5304999947547913
2,2.343219518661499,0.6460555791854858,2.007397413253784,0.6355000138282776
3,1.6670280694961548,0.6623888611793518,1.1093614101409912,0.6664999723434448
4,1.2607072591781616,0.668833315372467,1.4901492595672607,0.6225000023841858
5,1.3005650043487549,0.6767777800559998,2.3852856159210205,0.5534999966621399
6,0.9996528625488281,0.6933333277702332,0.8123193979263306,0.7045000195503235
7,0.9291707873344421,0.6930555701255798,0.699262797832489,0.6890000104904175
8,0.669853150844574,0.7055555582046509,0.6592949032783508,0.6775000095367432
9,0.6034738421440125,0.7096111178398132,0.6747455596923828,0.6654999852180481
