,loss,accuracy,val_loss,val_accuracy
0,102.0724105834961,0.5988333225250244,17.771780014038086,0.6489999890327454
1,19.917739868164062,0.6553333401679993,4.188818454742432,0.7210000157356262
2,4.949403285980225,0.67894446849823,0.6864641308784485,0.5139999985694885
3,0.6431951522827148,0.5853888988494873,0.6925651431083679,0.5019999742507935
4,0.6923596262931824,0.5020555257797241,0.6881806254386902,0.5
5,0.6778059005737305,0.5262222290039062,0.6916704177856445,0.5024999976158142
6,0.6930100321769714,0.5006666779518127,0.6931471228599548,0.5
7,0.6931551694869995,0.5003888607025146,0.6931621432304382,0.5
8,0.693027138710022,0.5001111030578613,0.6931474208831787,0.5
9,0.693146288394928,0.4975000023841858,0.693150520324707,0.5
