,loss,accuracy,val_loss,val_accuracy
0,0.5422757863998413,0.7283889055252075,0.5448775291442871,0.7225000262260437
1,0.4657364785671234,0.7793333530426025,0.4682648181915283,0.7724999785423279
2,0.3927379548549652,0.8211666941642761,0.4570959806442261,0.7919999957084656
3,0.3349243700504303,0.8536666631698608,0.44319283962249756,0.8100000023841858
4,0.2777234613895416,0.8816666603088379,0.5088706612586975,0.7990000247955322
5,0.237326979637146,0.8995000123977661,0.5728540420532227,0.8029999732971191
6,0.18869620561599731,0.9233888983726501,0.5310781002044678,0.8125
7,0.16367775201797485,0.9347777962684631,0.6612094640731812,0.8029999732971191
8,0.13853949308395386,0.9441666603088379,0.5894485116004944,0.8130000233650208
9,0.1163623034954071,0.9553889036178589,0.5873457789421082,0.8299999833106995
