,loss,accuracy,val_loss,val_accuracy
0,0.6711807250976562,0.6713888645172119,0.5678246021270752,0.6909999847412109
1,0.49961453676223755,0.7562777996063232,0.5751175284385681,0.6930000185966492
2,0.42405664920806885,0.8066111207008362,0.45457926392555237,0.781499981880188
3,0.35228028893470764,0.8456110954284668,0.5103664994239807,0.7490000128746033
4,0.28943097591400146,0.8783888816833496,0.4641079902648926,0.784500002861023
5,0.23273925483226776,0.9035000205039978,0.436475932598114,0.809499979019165
6,0.1749996542930603,0.9323889017105103,0.40576258301734924,0.8414999842643738
7,0.138192281126976,0.9483333230018616,0.43496403098106384,0.8349999785423279
8,0.09500081837177277,0.9673888683319092,0.5014907717704773,0.8314999938011169
9,0.07065165787935257,0.9766666889190674,0.530764102935791,0.8450000286102295
10,0.057054586708545685,0.9823333621025085,0.4896010756492615,0.8535000085830688
11,0.043189771473407745,0.9867222309112549,0.535637378692627,0.847000002861023
12,0.04153507202863693,0.9866111278533936,0.5468438863754272,0.8539999723434448
13,0.03296094387769699,0.9899444580078125,0.6251525282859802,0.8385000228881836
14,0.028125407174229622,0.991777777671814,0.6593358516693115,0.8529999852180481
15,0.026555053889751434,0.9913333058357239,0.5835882425308228,0.8510000109672546
16,0.02662227489054203,0.9918888807296753,0.6345849633216858,0.8379999995231628
17,0.021657686680555344,0.9924444556236267,0.5729655623435974,0.8539999723434448
18,0.022721176967024803,0.9928333163261414,0.6364203095436096,0.8504999876022339
19,0.025416070595383644,0.9908333420753479,0.6878474354743958,0.8535000085830688
20,0.020981917157769203,0.9929999709129333,0.6362802982330322,0.8504999876022339
21,0.006770620122551918,0.9981666803359985,0.6279098391532898,0.8610000014305115
22,0.001346729462966323,0.9999444484710693,0.6981481313705444,0.8659999966621399
23,0.0003812611394096166,1.0,0.695573627948761,0.8740000128746033
24,0.00021934557298664004,1.0,0.7149374485015869,0.8690000176429749
25,0.00015741316019557416,1.0,0.744279682636261,0.8715000152587891
26,0.00011602719314396381,1.0,0.763415515422821,0.871999979019165
27,9.075822890736163e-05,1.0,0.7829643487930298,0.8705000281333923
28,6.524465425172821e-05,1.0,0.8010364174842834,0.8684999942779541
29,4.903453736915253e-05,1.0,0.8224168419837952,0.8709999918937683
