,loss,accuracy,val_loss,val_accuracy
0,0.7249433398246765,0.6400555372238159,0.5746675729751587,0.7005000114440918
1,0.542394757270813,0.725944459438324,0.5125401616096497,0.7480000257492065
2,0.4783261716365814,0.7680000066757202,0.5002020597457886,0.7620000243186951
3,0.4165574014186859,0.8061666488647461,0.42934298515319824,0.8090000152587891
4,0.34987398982048035,0.8467222452163696,0.45062747597694397,0.8054999709129333
5,0.29207319021224976,0.8761666417121887,0.4150505065917969,0.8259999752044678
6,0.23147635161876678,0.9051666855812073,0.40405166149139404,0.8274999856948853
7,0.1836654543876648,0.9274444580078125,0.5455419421195984,0.8169999718666077
8,0.1446273922920227,0.9424444437026978,0.5151681303977966,0.8090000152587891
9,0.10666675120592117,0.9600555300712585,0.4905202090740204,0.8259999752044678
