,loss,accuracy,val_loss,val_accuracy
0,0.8111233711242676,0.6368333101272583,0.5774859189987183,0.703000009059906
1,0.5411299467086792,0.7329444289207458,0.5490880608558655,0.734499990940094
2,0.4885198473930359,0.7651110887527466,0.4979120194911957,0.7555000185966492
3,0.45743992924690247,0.7896666526794434,0.43833792209625244,0.7950000166893005
4,0.4197802245616913,0.8099444508552551,0.48803243041038513,0.7714999914169312
5,0.39148202538490295,0.8240000009536743,0.4353587329387665,0.8004999756813049
6,0.3584977984428406,0.843500018119812,0.43094608187675476,0.8009999990463257
7,0.3298177719116211,0.8575000166893005,0.4025876820087433,0.8299999833106995
8,0.30596044659614563,0.8686666488647461,0.41020673513412476,0.8215000033378601
9,0.2761567533016205,0.8846111297607422,0.4139825105667114,0.8130000233650208
