,loss,accuracy,val_loss,val_accuracy
0,0.5715296864509583,0.7060555815696716,0.5233842730522156,0.7384999990463257
1,0.4435172379016876,0.7937777638435364,0.5553670525550842,0.7484999895095825
2,0.347080796957016,0.8459444642066956,0.5014838576316833,0.7804999947547913
3,0.2680692970752716,0.887333333492279,0.6467490792274475,0.7745000123977661
4,0.22102679312229156,0.9085000157356262,0.7141774892807007,0.7580000162124634
5,0.17090192437171936,0.9283333420753479,0.7197340130805969,0.7735000252723694
6,0.1418997347354889,0.9432222247123718,0.9069863557815552,0.7785000205039978
7,0.13113154470920563,0.94605553150177,0.8193827867507935,0.7705000042915344
8,0.09673591703176498,0.9616666436195374,1.020414113998413,0.7770000100135803
9,0.09656175225973129,0.9633888602256775,1.0799598693847656,0.7839999794960022
