,loss,accuracy,val_loss,val_accuracy
0,0.9743127226829529,0.6385555267333984,0.5760740637779236,0.6990000009536743
1,0.5465956330299377,0.7256666421890259,0.5322684049606323,0.7419999837875366
2,0.4837689995765686,0.7669444680213928,0.4843299388885498,0.7645000219345093
3,0.43476957082748413,0.7987777590751648,0.5133010745048523,0.7574999928474426
4,0.36836764216423035,0.8353888988494873,0.44869938492774963,0.7889999747276306
5,0.31731370091438293,0.8610000014305115,0.4512847661972046,0.7979999780654907
6,0.2612103223800659,0.8902222514152527,0.4745783507823944,0.7990000247955322
7,0.21346600353717804,0.9102222323417664,0.4414210319519043,0.8270000219345093
8,0.1626814901828766,0.9372777938842773,0.48458361625671387,0.8345000147819519
9,0.12824000418186188,0.9510555267333984,0.5465921759605408,0.8059999942779541
